sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
無情的北風呼呼的吹來，我們和那群原始人都覺得寒冷無比，於是大家便找些乾草、樹枝，我也拿出身上的新時代打火機，把乾草樹枝點燃了，不料那群原始人害怕得一直跑，叢林鴨只好用擴音器把他們叫回來，大家圍繞著火堆跳舞，緊張、刺激又快樂的一天，就這樣過去了。,無情 的 北風 呼呼 的 吹來 我們 和 那 群 原始人 都 覺得 寒冷 無比 於是 大家 便 找 些 乾草 樹枝 我 也 拿出 身 上 的 新 時代 打火機 把 乾草 樹枝 點燃 了 不料 那 群 原始人 害怕 得 一直 跑 叢林 鴨 只好 用 擴音器 把 他們 叫 回來 大家 圍繞 著 火堆 跳舞 緊張 刺激 又 快樂 的 一 天 就 這樣 過去 了,69,無情(5820) 的(16029838) 北風(865) 呼呼(1937) 的(16029838) 吹來(1454) 我們(979260) 和(1338337) 那(754138) 群(39283) 原始人(401) 都(1125846) 覺得(183034) 寒冷(3716) 無比(9025) 於是(108155) 大家(109692) 便(220860) 找(108128) 些(159879) 乾草(735) 樹枝(5861) 我(3033032) 也(1590760) 拿出(14551) 身(122324) 上(1233218) 的(16029838) 新(212453) 時代(74034) 打火機(645) 把(617773) 乾草(735) 樹枝(5861) 點燃(3973) 了(3199291) 不料(5016) 那(754138) 群(39283) 原始人(401) 害怕(30308) 得(573721) 一直(119877) 跑(35326) 叢林(2901) 鴨(4239) 只好(29170) 用(377038) 擴音器(587) 把(617773) 他們(716752) 叫(111645) 回來(45286) 大家(109692) 圍繞(5686) 著(1004687) 火堆(846) 跳舞(6124) 緊張(27303) 刺激(24326) 又(535555) 快樂(45366) 的(16029838) 一(3701681) 天(330413) 就(1737544) 這樣(288344) 過去(88758) 了(3199291),{'High': 69},"{'第5級': 6, '第1級': 21, 'Unknown': 16, '第4級': 4, '第1*級': 4, '第6級': 4, '第4*級': 5, '第2級': 5, '第3*級': 1, '第3級': 2, '第7級': 1}",4,Y,Y,N,N
隔天早上，太陽公公向我們揮手道早安，沒想到原始人居然要睡到中午才會起來，害我和叢林鴨飢腸轆轆，沒有人幫我們找食物，我們只好吃些野果充飢，直到中午才有主食可吃，可真辛苦哇！,隔天 早上 太陽 公公 向 我們 揮手 道 早安 沒想到 原始人 居然 要 睡 到 中午 才 會 起來 害 我 和 叢林 鴨 飢腸轆轆 沒有 人 幫 我們 找 食物 我們 只好 吃 些 野果 充飢 直到 中午 才 有 主食 可 吃 可 真 辛苦 哇,48,隔天(6370) 早上(22242) 太陽(21823) 公公(1701) 向(231672) 我們(979260) 揮手(3567) 道(141723) 早安(1257) 沒想到(13287) 原始人(401) 居然(16421) 要(851264) 睡(32669) 到(546906) 中午(6779) 才(394539) 會(1014977) 起來(110738) 害(15573) 我(3033032) 和(1338337) 叢林(2901) 鴨(4239) 飢腸轆轆(339) 沒有(594280) 人(1550512) 幫(58356) 我們(979260) 找(108128) 食物(41958) 我們(979260) 只好(29170) 吃(141660) 些(159879) 野果(300) 充飢(536) 直到(41624) 中午(6779) 才(394539) 有(2217079) 主食(863) 可(307359) 吃(141660) 可(307359) 真(137497) 辛苦(13451) 哇(7634),{'High': 48},"{'第5級': 2, '第1級': 16, '第3級': 4, '第2級': 5, 'Unknown': 9, '第3*級': 1, '第4*級': 5, '第1*級': 3, '第4級': 1, '第6級': 1, '第7級': 1}",3,Y,Y,N,N
過了幾天，我們覺得該回家了，他們便分別送我和叢林鴨一分禮物，還允許我刻字在樹上，於是我刻了本人江嫈嫣與叢林鴨到此一遊，留於年月日。,過 了 幾 天 我們 覺得 該 回家 了 他們 便 分別 送 我 和 叢林 鴨 一 分 禮物 還 允許 我 刻字 在 樹 上 於是 我 刻 了 本人 江嫈嫣 與 叢林 鴨 到 此 一 遊 留 於 年 月 日,45,過(412878) 了(3199291) 幾(229415) 天(330413) 我們(979260) 覺得(183034) 該(148369) 回家(35375) 了(3199291) 他們(716752) 便(220860) 分別(25566) 送(32804) 我(3033032) 和(1338337) 叢林(2901) 鴨(4239) 一(3701681) 分(62224) 禮物(12679) 還(625086) 允許(13099) 我(3033032) 刻字(241) 在(3284238) 樹(34746) 上(1233218) 於是(108155) 我(3033032) 刻(18151) 了(3199291) 本人(14206) 江嫈嫣(Unknown) 與(968432) 叢林(2901) 鴨(4239) 到(546906) 此(288458) 一(3701681) 遊(6316) 留(26377) 於(327210) 年(514736) 月(148997) 日(94041),"{'High': 44, 'Low': 1}","{'第1*級': 3, 'Unknown': 9, '第1級': 15, '第4*級': 7, '第6級': 3, '第2級': 2, '第3級': 2, '第5級': 4}",1,Y,Y,N,Y
並拍下照片為證，之後，便和叢林鴨依依不捨的踏上歸途，乘坐著未來回到現代。,並 拍下 照片 為證 之後 便 和 叢林 鴨 依依不捨 的 踏上 歸途 乘坐 著 未來 回到 現代,18,並(442790) 拍下(932) 照片(25355) 為證(498) 之後(190467) 便(220860) 和(1338337) 叢林(2901) 鴨(4239) 依依不捨(602) 的(16029838) 踏上(4027) 歸途(731) 乘坐(1975) 著(1004687) 未來(54445) 回到(60084) 現代(40344),{'High': 18},"{'第4*級': 2, 'Unknown': 5, '第2級': 2, '第4級': 2, '第6級': 2, '第7級': 2, '第1級': 1, '第5級': 1, '第3*級': 1}",1,Y,Y,N,N
獨處的時候.高雄市七賢國小四年十二班.陳滌塵.昨天晚上，爸媽有事出去了，湊巧弟弟又去上打擊樂的課，因此家裡只剩我一個人。,獨處 的 時候 高雄市 七賢 國小 四年十二班 陳滌塵 昨天 晚上 爸 媽 有事 出去 了 湊巧 弟弟 又 去 上 打擊樂 的 課 因此 家 裡 只 剩 我 一 個 人,32,獨處(2992) 的(16029838) 時候(199970) 高雄市(1220) 七賢(216) 國小(4760) 四年十二班(Unknown) 陳滌塵(Unknown) 昨天(12735) 晚上(42206) 爸(16748) 媽(25984) 有事(4047) 出去(20922) 了(3199291) 湊巧(1320) 弟弟(17584) 又(535555) 去(479993) 上(1233218) 打擊樂(177) 的(16029838) 課(14124) 因此(184606) 家(236822) 裡(520435) 只(436725) 剩(9015) 我(3033032) 一(3701681) 個(2296574) 人(1550512),"{'High': 30, 'Low': 2}","{'第6級': 2, '第1級': 15, 'Unknown': 8, '第3*級': 1, '第1*級': 4, '第4*級': 1, '第4級': 1}",4,Y,Y,N,Y
面對家中難得一見的冷清與安靜，我心想，反正功課都做完了嘛！,面對 家 中 難得 一 見 的 冷清 與 安靜 我 心想 反正 功課 都 做完 了 嘛,18,面對(62914) 家(236822) 中(1011729) 難得(8735) 一(3701681) 見(179113) 的(16029838) 冷清(703) 與(968432) 安靜(12675) 我(3033032) 心想(16689) 反正(12291) 功課(8921) 都(1125846) 做完(4346) 了(3199291) 嘛(18648),{'High': 18},"{'第4*級': 4, '第1級': 5, 'Unknown': 5, '第1*級': 2, '第7級': 1, '第4級': 1}",0,Y,Y,N,N
於是打開電視，看著新上演的神仙老爸。,於是 打開 電視 看 著 新 上演 的 神仙 老爸,10,於是(108155) 打開(33125) 電視(41289) 看(444691) 著(1004687) 新(212453) 上演(3434) 的(16029838) 神仙(3706) 老爸(4044),{'High': 10},"{'第4*級': 1, 'Unknown': 4, '第1*級': 1, '第1級': 2, '第5級': 2}",0,Y,Y,N,N
沒想到才看到一半，劇中的男主角就被不小心引燃的爆竹炸死了，唉！,沒想到 才 看 到 一半 劇 中 的 男 主角 就 被 不 小心 引燃 的 爆竹 炸死 了 唉,20,沒想到(13287) 才(394539) 看(444691) 到(546906) 一半(21409) 劇(6010) 中(1011729) 的(16029838) 男(23928) 主角(20334) 就(1737544) 被(540683) 不(2282521) 小心(24226) 引燃(255) 的(16029838) 爆竹(330) 炸死(382) 了(3199291) 唉(8231),{'High': 20},"{'第3*級': 1, '第2級': 4, 'Unknown': 7, '第1級': 5, '第1*級': 1, '第4級': 1, '第4*級': 1}",1,Y,N,N,N
我真是倒楣到家了。,我 真 是 倒楣 到家 了,6,我(3033032) 真(137497) 是(4642407) 倒楣(2895) 到家(66) 了(3199291),"{'High': 5, 'Low': 1}","{'第1級': 2, '第1*級': 1, '第5級': 1, 'Unknown': 2}",0,Y,N,N,N
於是，我打開收音機，調到中廣音樂網的頻道，將冷氣設定在二十七度，拿出前幾天才寄到的莎士比亞全集之三十一，馬克白，再拿出珍藏已久的軟質巧克力糖吃，嗯！,於是 我 打開 收音機 調到 中廣 音樂網 的 頻道 將 冷氣 設定 在 二十七 度 拿出 前 幾 天 才 寄到 的 莎士比亞 全集 之 三十一 馬克白 再 拿出 珍藏 已 久 的 軟質 巧克力 糖 吃 嗯,38,於是(108155) 我(3033032) 打開(33125) 收音機(3968) 調到(1516) 中廣(400) 音樂網(23) 的(16029838) 頻道(3331) 將(448374) 冷氣(1402) 設定(10564) 在(3284238) 二十七(2575) 度(25018) 拿出(14551) 前(272709) 幾(229415) 天(330413) 才(394539) 寄到(797) 的(16029838) 莎士比亞(3005) 全集(2602) 之(875481) 三十一(1380) 馬克白(407) 再(326207) 拿出(14551) 珍藏(1100) 已(215610) 久(68086) 的(16029838) 軟質(77) 巧克力(4924) 糖(10666) 吃(141660) 嗯(18609),"{'High': 36, 'Low': 2}","{'第4*級': 1, '第1級': 9, 'Unknown': 11, '第6級': 3, '第5級': 3, '第2*級': 2, '第1*級': 2, '第3級': 3, '第4級': 3, '第2級': 1}",7,Y,Y,N,Y
這種感覺棒透了。,這 種 感覺 棒 透 了,6,這(2114032) 種(701563) 感覺(91265) 棒(16112) 透(5565) 了(3199291),{'High': 6},"{'第1級': 1, 'Unknown': 2, '第3*級': 1, '第2級': 1, '第5級': 1}",0,Y,N,N,N
於是，我靜靜坐著看書，連時鐘的滴答聲都沒聽到，這個世界彷彿只剩我一個人了呢！,於是 我 靜靜 坐 著 看 書 連 時鐘 的 滴答聲 都 沒 聽到 這 個 世界 彷彿 只 剩 我 一 個 人 了 呢,26,於是(108155) 我(3033032) 靜靜(7581) 坐(93873) 著(1004687) 看(444691) 書(174356) 連(91153) 時鐘(3091) 的(16029838) 滴答聲(145) 都(1125846) 沒(306167) 聽到(61809) 這(2114032) 個(2296574) 世界(165235) 彷彿(35009) 只(436725) 剩(9015) 我(3033032) 一(3701681) 個(2296574) 人(1550512) 了(3199291) 呢(204566),{'High': 26},"{'第4*級': 1, '第1級': 13, 'Unknown': 5, '第3*級': 2, '第2級': 2, '第6級': 1, '第1*級': 1, '第4級': 1}",1,Y,Y,N,N
時間輕輕從我指間、髮間、身邊溜走了，八點五十分的時候，傳來幾聲電鈴響，我從窗口向外看，原來是里長來收清潔費了，爸媽不在家，我只好從可愛的豬寶寶身上，取出兩百元交給里長。,時間 輕輕 從 我 指 間 髮 間 身邊 溜走 了 八點五十分 的 時候 傳來 幾 聲 電鈴 響 我 從 窗口 向 外 看 原來 是 里長 來 收 清潔費 了 爸 媽 不 在 家 我 只好 從 可愛 的 豬 寶寶 身 上 取出 兩百 元 交給 里長,51,時間(213595) 輕輕(15293) 從(496546) 我(3033032) 指(84264) 間(115638) 髮(3504) 間(115638) 身邊(33516) 溜走(1191) 了(3199291) 八點五十分(27) 的(16029838) 時候(199970) 傳來(15524) 幾(229415) 聲(54182) 電鈴(347) 響(12644) 我(3033032) 從(496546) 窗口(3937) 向(231672) 外(109310) 看(444691) 原來(49649) 是(4642407) 里長(400) 來(742183) 收(15831) 清潔費(21) 了(3199291) 爸(16748) 媽(25984) 不(2282521) 在(3284238) 家(236822) 我(3033032) 只好(29170) 從(496546) 可愛(12593) 的(16029838) 豬(11741) 寶寶(26212) 身(122324) 上(1233218) 取出(6612) 兩百(3908) 元(60807) 交給(17334) 里長(400),"{'High': 49, 'Low': 2}","{'第1級': 17, 'Unknown': 17, '第1*級': 5, '第4級': 1, '第2*級': 1, '第3*級': 2, '第4*級': 4, '第2級': 2, '第3級': 2}",2,Y,N,N,N
這時，我的肚子突然咕咕叫，我便從櫃子中拿出兩包泡麵煮一煮，端到客廳的桌子上，再放捲大力水手的錄影帶。,這時 我 的 肚子 突然 咕 咕 叫 我 便 從 櫃子 中 拿出 兩 包 泡麵 煮 一 煮 端 到 客廳 的 桌子 上 再 放 捲 大力水手 的 錄影帶,32,這時(49464) 我(3033032) 的(16029838) 肚子(13504) 突然(69636) 咕(2834) 咕(2834) 叫(111645) 我(3033032) 便(220860) 從(496546) 櫃子(2315) 中(1011729) 拿出(14551) 兩(526190) 包(14086) 泡麵(486) 煮(12889) 一(3701681) 煮(12889) 端(15640) 到(546906) 客廳(10557) 的(16029838) 桌子(11653) 上(1233218) 再(326207) 放(83587) 捲(4301) 大力水手(102) 的(16029838) 錄影帶(4982),{'High': 32},"{'Unknown': 5, '第1級': 10, '第2*級': 2, '第4級': 4, '第6級': 1, '第1*級': 3, '第3*級': 1, '第2級': 2, '第3級': 1, '第4*級': 1, '第5級': 2}",2,Y,N,N,Y
逗趣的內容，鮮豔亮麗的色彩，讓人看了渾然忘我。,逗趣 的 內容 鮮豔 亮麗 的 色彩 讓 人 看 了 渾然 忘我,13,逗趣(622) 的(16029838) 內容(55074) 鮮豔(1651) 亮麗(2016) 的(16029838) 色彩(16026) 讓(526314) 人(1550512) 看(444691) 了(3199291) 渾然(1508) 忘我(1149),{'High': 13},"{'第7級': 3, '第1級': 3, '第4級': 1, '第6級': 1, '第4*級': 1, '第2級': 1, 'Unknown': 3}",0,Y,N,N,N
吃飽喝足之後，我本想再繼續享受一番，沒想到爸媽卻回來了。,吃飽喝足 之後 我 本 想 再 繼續 享受 一 番 沒想到 爸 媽 卻 回來 了,16,吃飽喝足(Unknown) 之後(190467) 我(3033032) 本(197156) 想(449884) 再(326207) 繼續(80649) 享受(21312) 一(3701681) 番(30293) 沒想到(13287) 爸(16748) 媽(25984) 卻(333007) 回來(45286) 了(3199291),"{'Low': 1, 'High': 15}","{'Unknown': 3, '第4級': 4, '第1級': 6, '第1*級': 1, '第5級': 1, '第3*級': 1}",2,Y,N,N,N
我告訴爸媽他們不在家時發生的事，爸媽邊摸我的頭，邊從口袋掏出三百元給我，其中二百元是清潔費，餘下的一百元算是獎勵金呢！,我 告訴 爸 媽 他們 不 在 家 時 發生 的 事 爸 媽 邊 摸 我 的 頭 邊 從 口袋 掏出 三百 元 給 我 其中 二百 元 是 清潔費 餘下 的 一百 元 算是 獎勵金 呢,39,我(3033032) 告訴(122898) 爸(16748) 媽(25984) 他們(716752) 不(2282521) 在(3284238) 家(236822) 時(623734) 發生(129211) 的(16029838) 事(385949) 爸(16748) 媽(25984) 邊(123152) 摸(11079) 我(3033032) 的(16029838) 頭(112925) 邊(123152) 從(496546) 口袋(10446) 掏出(4326) 三百(6433) 元(60807) 給(240485) 我(3033032) 其中(95627) 二百(3266) 元(60807) 是(4642407) 清潔費(21) 餘下(566) 的(16029838) 一百(17093) 元(60807) 算是(20622) 獎勵金(61) 呢(204566),"{'High': 37, 'Low': 2}","{'第1級': 19, 'Unknown': 8, '第1*級': 6, '第3*級': 2, '第3級': 2, '第4級': 1, '第4*級': 1}",2,Y,N,N,N
經過這次一個人在家的經驗，我知道在家如何保護自己，如何利用時間，真是好處多多。,經過 這 次 一 個 人 在 家 的 經驗 我 知道 在 家 如何 保護 自己 如何 利用 時間 真 是 好處 多多,24,經過(64617) 這(2114032) 次(331701) 一(3701681) 個(2296574) 人(1550512) 在(3284238) 家(236822) 的(16029838) 經驗(86997) 我(3033032) 知道(343214) 在(3284238) 家(236822) 如何(148068) 保護(32573) 自己(744739) 如何(148068) 利用(49229) 時間(213595) 真(137497) 是(4642407) 好處(15727) 多多(2518),{'High': 24},"{'第2級': 3, '第1級': 11, '第1*級': 4, '第5級': 2, '第3*級': 2, '第3級': 1, 'Unknown': 1}",0,Y,N,N,N
我發誓，下次再碰到這種機會，一定會處理得更好！,我 發誓 下 次 再 碰到 這 種 機會 一定 會 處理 得 更 好,15,我(3033032) 發誓(4778) 下(329549) 次(331701) 再(326207) 碰到(15360) 這(2114032) 種(701563) 機會(81244) 一定(138695) 會(1014977) 處理(61797) 得(573721) 更(361676) 好(448428),{'High': 15},"{'第1級': 2, '第5級': 1, '第1*級': 4, '第2級': 2, '第4級': 1, 'Unknown': 4, '第4*級': 1}",0,Y,N,N,N
廣告.思賢國小六年六班.黃彥森.現代工商業發達，產品的競爭非常激烈，廠商與銷售業者為了推銷產品，採取種種促銷的方法，使生意做得更大，賺的錢更多，其中最常見的手法就是廣告。,廣告 思賢 國小 六年六班 黃彥森 現代 工商業 發達 產品 的 競爭 非常 激烈 廠商 與 銷售 業者 為 了 推銷 產品 採取 種種 促銷 的 方法 使 生意 做 得 更 大 賺 的 錢 更 多 其中 最 常見 的 手法 就 是 廣告,45,廣告(30189) 思賢(23) 國小(4760) 六年六班(Unknown) 黃彥森(Unknown) 現代(40344) 工商業(1015) 發達(5976) 產品(51029) 的(16029838) 競爭(30766) 非常(152032) 激烈(11890) 廠商(8879) 與(968432) 銷售(13314) 業者(6857) 為(761341) 了(3199291) 推銷(5357) 產品(51029) 採取(30585) 種種(20469) 促銷(3230) 的(16029838) 方法(99064) 使(197544) 生意(13520) 做(411649) 得(573721) 更(361676) 大(525780) 賺(9831) 的(16029838) 錢(89883) 更(361676) 多(318992) 其中(95627) 最(421680) 常見(13705) 的(16029838) 手法(13257) 就(1737544) 是(4642407) 廣告(30189),"{'High': 42, 'Low': 3}","{'第4級': 6, 'Unknown': 13, '第3*級': 3, '第5級': 6, '第1級': 10, '第1*級': 2, '第4*級': 1, '第6級': 2, '第2級': 1, '第3級': 1}",3,Y,Y,N,Y
目前，廣告活動的方式很多，例如：廣告函件，刊登雜誌，印傳單，貼海報，還有利用電視、收音機打廣告，或用油漆刷在牆壁上等。,目前 廣告 活動 的 方式 很多 例如 廣告 函件 刊登 雜誌 印 傳單 貼 海報 還有 利用 電視 收音機 打廣告 或 用 油漆 刷 在 牆壁 上 等,28,目前(48695) 廣告(30189) 活動(85743) 的(16029838) 方式(133407) 很多(113128) 例如(72240) 廣告(30189) 函件(176) 刊登(4464) 雜誌(22563) 印(6962) 傳單(1630) 貼(10894) 海報(3744) 還有(534) 利用(49229) 電視(41289) 收音機(3968) 打廣告(303) 或(478077) 用(377038) 油漆(1678) 刷(3192) 在(3284238) 牆壁(7152) 上(1233218) 等(327380),{'High': 28},"{'第4級': 4, '第2級': 1, '第1級': 3, '第4*級': 2, 'Unknown': 6, '第3*級': 5, '第5級': 3, '第1*級': 2, '第3級': 1, '第6級': 1}",2,Y,Y,N,N
廣告函件就是利用郵寄的方法，把廣告信函送到各住戶；登報就是把公司產品的好處，刊在報紙或雜誌上；傳單和海報都印上廣告詞和圖樣，貼在牆壁上或掛在電線杆上；電視上的廣告比較生動，但不過短短幾十秒而已；收音機的廣告則只能聽到聲音，不能看到東西。,廣告 函件 就 是 利用 郵寄 的 方法 把 廣告 信函 送到 各 住戶 登報 就 是 把 公司 產品 的 好處 刊 在 報紙 或 雜誌 上 傳單 和 海報 都 印上 廣告 詞 和 圖樣 貼 在 牆壁 上 或 掛 在 電線杆 上 電視 上 的 廣告 比較 生動 但 不過 短短 幾十 秒 而已 收音機 的 廣告 則 只 能 聽到 聲音 不能 看到 東西,69,廣告(30189) 函件(176) 就(1737544) 是(4642407) 利用(49229) 郵寄(639) 的(16029838) 方法(99064) 把(617773) 廣告(30189) 信函(1344) 送到(10934) 各(243023) 住戶(1318) 登報(134) 就(1737544) 是(4642407) 把(617773) 公司(168500) 產品(51029) 的(16029838) 好處(15727) 刊(2349) 在(3284238) 報紙(22331) 或(478077) 雜誌(22563) 上(1233218) 傳單(1630) 和(1338337) 海報(3744) 都(1125846) 印上(391) 廣告(30189) 詞(21405) 和(1338337) 圖樣(2690) 貼(10894) 在(3284238) 牆壁(7152) 上(1233218) 或(478077) 掛(19280) 在(3284238) 電線杆(89) 上(1233218) 電視(41289) 上(1233218) 的(16029838) 廣告(30189) 比較(112212) 生動(5889) 但(597124) 不過(186226) 短短(6774) 幾十(9173) 秒(12995) 而已(43005) 收音機(3968) 的(16029838) 廣告(30189) 則(254096) 只(436725) 能(582260) 聽到(61809) 聲音(85694) 不能(162852) 看到(159419) 東西(139472),"{'High': 68, 'Low': 1}","{'第4級': 8, 'Unknown': 15, '第1級': 14, '第3*級': 2, '第2級': 10, '第6級': 1, '第4*級': 2, '第3級': 4, '第1*級': 7, '第2*級': 2, '第7級': 1, '第5級': 3}",2,Y,Y,N,N
現在還有一種比較新型的廣告方式，就是把海報貼在公車內，或者直接貼在車身外。,現在 還 有 一 種 比較 新型 的 廣告 方式 就 是 把 海報 貼 在 公車 內 或者 直接 貼 在 車身 外,24,現在(218744) 還(625086) 有(2217079) 一(3701681) 種(701563) 比較(112212) 新型(1557) 的(16029838) 廣告(30189) 方式(133407) 就(1737544) 是(4642407) 把(617773) 海報(3744) 貼(10894) 在(3284238) 公車(4473) 內(183051) 或者(63631) 直接(54798) 貼(10894) 在(3284238) 車身(712) 外(109310),{'High': 24},"{'第1級': 7, 'Unknown': 4, '第2級': 2, '第4級': 3, '第4*級': 2, '第1*級': 3, '第3級': 3}",0,Y,Y,N,N
有幾種廣告方式很讓人討厭，譬如以油漆把廣告內容刷在牆壁上，因為一刷上去洗都洗不掉。,有 幾 種 廣告 方式 很 讓 人 討厭 譬如 以 油漆 把 廣告 內容 刷 在 牆壁 上 因為 一 刷上去 洗 都 洗 不 掉,27,有(2217079) 幾(229415) 種(701563) 廣告(30189) 方式(133407) 很(715675) 讓(526314) 人(1550512) 討厭(14138) 譬如(10253) 以(547785) 油漆(1678) 把(617773) 廣告(30189) 內容(55074) 刷(3192) 在(3284238) 牆壁(7152) 上(1233218) 因為(425061) 一(3701681) 刷上去(6) 洗(13222) 都(1125846) 洗(13222) 不(2282521) 掉(11182),"{'High': 26, 'Low': 1}","{'第1級': 8, 'Unknown': 2, '第4級': 4, '第4*級': 1, '第2級': 4, '第5級': 3, '第6級': 1, '第3*級': 1, '第1*級': 2, '第2*級': 1}",1,Y,Y,N,N
另外，傳單和海報到處亂貼，有些人看不順眼，就把海報撕掉，製造了髒亂，也很不好。,另外 傳單 和 海報 到處 亂貼 有 些 人 看 不 順眼 就 把 海報 撕掉 製造 了 髒亂 也 很 不 好,23,另外(48233) 傳單(1630) 和(1338337) 海報(3744) 到處(19723) 亂貼(16) 有(2217079) 些(159879) 人(1550512) 看(444691) 不(2282521) 順眼(1157) 就(1737544) 把(617773) 海報(3744) 撕掉(533) 製造(28512) 了(3199291) 髒亂(697) 也(1590760) 很(715675) 不(2282521) 好(448428),"{'High': 22, 'Low': 1}","{'第3級': 2, 'Unknown': 9, '第4*級': 3, '第1級': 7, '第5級': 1, '第2級': 1}",0,Y,Y,N,N
在這幾樣當中，我最喜歡電視的廣告，因為電視畫面生動，表演也活潑，真是百看不厭。,在 這 幾 樣 當中 我 最 喜歡 電視 的 廣告 因為 電視 畫面 生動 表演 也 活潑 真 是 百看不厭,21,在(3284238) 這(2114032) 幾(229415) 樣(31330) 當中(28263) 我(3033032) 最(421680) 喜歡(113753) 電視(41289) 的(16029838) 廣告(30189) 因為(425061) 電視(41289) 畫面(17554) 生動(5889) 表演(20601) 也(1590760) 活潑(6141) 真(137497) 是(4642407) 百看不厭(124),{'High': 21},"{'第1*級': 6, '第1級': 7, '第3級': 1, '第3*級': 1, '第4級': 3, '第4*級': 1, '第5級': 1, 'Unknown': 1}",1,Y,Y,N,N
現在，電視上還常出現環保、社教或交通安全的廣告短片，拍攝手法也很高明，令人留下深刻的印象。,現在 電視 上 還 常 出現 環保 社教 或 交通安全 的 廣告 短片 拍攝 手法 也 很 高明 令 人 留下 深刻 的 印象,24,現在(218744) 電視(41289) 上(1233218) 還(625086) 常(86207) 出現(124694) 環保(4082) 社教(129) 或(478077) 交通安全(39) 的(16029838) 廣告(30189) 短片(1463) 拍攝(15537) 手法(13257) 也(1590760) 很(715675) 高明(5411) 令(128742) 人(1550512) 留下(29992) 深刻(16783) 的(16029838) 印象(24581),"{'High': 23, 'Low': 1}","{'第1級': 7, '第1*級': 2, 'Unknown': 4, '第4級': 2, '第3*級': 2, '第3級': 1, '第5級': 3, '第6級': 1, '第4*級': 2}",1,Y,Y,N,N
許多廣告常常誇大其詞，所以買東西要看清楚，不要亂買，更不要隨便相信廣告，尤其是藥品方面，必須更小心，否則浪費金錢事小，吃壞身體才划不來。,許多 廣告 常常 誇大 其 詞 所以 買 東西 要 看 清楚 不要 亂 買 更 不要 隨便 相信 廣告 尤其 是 藥品 方面 必須 更 小心 否則 浪費 金錢 事 小 吃壞 身體 才 划不來,36,許多(159791) 廣告(30189) 常常(38706) 誇大(3256) 其(307905) 詞(21405) 所以(239080) 買(59736) 東西(139472) 要(851264) 看(444691) 清楚(76185) 不要(101931) 亂(24412) 買(59736) 更(361676) 不要(101931) 隨便(10857) 相信(82200) 廣告(30189) 尤其(50700) 是(4642407) 藥品(2129) 方面(75079) 必須(170592) 更(361676) 小心(24226) 否則(26547) 浪費(11370) 金錢(13136) 事(385949) 小(318835) 吃壞(108) 身體(97873) 才(394539) 划不來(193),{'High': 36},"{'第3*級': 3, '第4級': 4, '第1*級': 4, '第6級': 3, '第3級': 3, '第1級': 6, 'Unknown': 7, '第2級': 4, '第4*級': 2}",1,Y,Y,N,N
講評：在這首月光裡，作者展開心靈的觸角，呈現出寬闊的視野，表現了他的幽默和關懷。,講評 在 這 首 月光 裡 作者 展開 心靈 的 觸角 呈現出 寬闊 的 視野 表現 了 他 的 幽默 和 關懷,22,講評(193) 在(3284238) 這(2114032) 首(44848) 月光(4319) 裡(520435) 作者(37498) 展開(17154) 心靈(37927) 的(16029838) 觸角(1492) 呈現出(3935) 寬闊(2492) 的(16029838) 視野(7815) 表現(67272) 了(3199291) 他(2487930) 的(16029838) 幽默(10985) 和(1338337) 關懷(8683),{'High': 22},"{'Unknown': 5, '第1*級': 2, '第1級': 5, '第4*級': 2, '第4級': 2, '第5級': 4, '第6級': 2}",1,Y,Y,N,N
作者透過月光撒落在人間的每一個角落，也對人間百態做了一次有意思的觀察和品味。,作者 透過 月光 撒落 在 人間 的 每 一 個 角落 也 對 人間 百態 做 了 一 次 有 意思 的 觀察 和 品味,25,作者(37498) 透過(63117) 月光(4319) 撒落(94) 在(3284238) 人間(12677) 的(16029838) 每(333357) 一(3701681) 個(2296574) 角落(11104) 也(1590760) 對(897964) 人間(12677) 百態(621) 做(411649) 了(3199291) 一(3701681) 次(331701) 有(2217079) 意思(50961) 的(16029838) 觀察(44358) 和(1338337) 品味(5677),"{'High': 24, 'Low': 1}","{'第4級': 1, '第5級': 6, '第4*級': 1, 'Unknown': 3, '第1*級': 3, '第1級': 9, '第7級': 1, '第2級': 1}",0,Y,Y,N,N
例如：有的在無人的陽台上看著一戶戶溫暖的家庭；有的在路燈下想著自己的家人可是他們卻錯過美好的晚餐。,例如 有的 在 無 人 的 陽台 上 看 著 一戶戶 溫暖 的 家庭 有的 在 路燈 下 想 著 自己 的 家人 可是 他們 卻 錯過 美好 的 晚餐,30,例如(72240) 有的(31553) 在(3284238) 無(157858) 人(1550512) 的(16029838) 陽台(2987) 上(1233218) 看(444691) 著(1004687) 一戶戶(32) 溫暖(12109) 的(16029838) 家庭(60608) 有的(31553) 在(3284238) 路燈(1298) 下(329549) 想(449884) 著(1004687) 自己(744739) 的(16029838) 家人(30861) 可是(125487) 他們(716752) 卻(333007) 錯過(4695) 美好(17327) 的(16029838) 晚餐(10044),"{'High': 29, 'Low': 1}","{'第3*級': 1, '第2級': 3, '第1*級': 7, '第5級': 2, '第1級': 8, '第4*級': 2, 'Unknown': 4, '第4級': 2, '第7級': 1}",1,Y,N,N,N
